image,text
plate_000442.jpg,AN01K9412
plate_000443.jpg,AN01D4163
plate_000444.jpg,AN01M4M
plate_000445.jpg,AN01L6155
plate_000446.jpg,AN01H1689
plate_000447.jpg,AN01H0908
plate_000448.jpg,AP05BY7799
plate_000449.jpg,AP39E1493
plate_000450.jpg,AP310U7562
plate_000451.jpg,AP39JJ5441
plate_000452.jpg,AP10AS3445
plate_000453.jpg,AP28AT5333
plate_000454.jpg,AP39GR3492
plate_000455.jpg,AP31TP2282
plate_000456.jpg,AP16BS4500
plate_000457.jpg,AP04M7627
plate_000458.jpg,AP07AN3915
plate_000459.jpg,AP04AS8753
plate_000460.jpg,AP31AT5064
plate_000461.jpg,AP16CH9545
plate_000462.jpg,AP39DL3537
plate_000463.jpg,AP07AD5555
plate_000464.jpg,AP26AM1260
plate_000465.jpg,AP31BR9501
plate_000466.jpg,AP31EF1155
plate_000467.jpg,AP31DF2833
plate_000468.jpg,AP2D4014
plate_000469.jpg,AP31DT9378
plate_000470.jpg,AP31DA0020
plate_000471.jpg,AP37EJ2277
plate_000472.jpg,AP05DY3395
plate_000473.jpg,AP39HZ0087
plate_000474.jpg,AP04BA4464
plate_000475.jpg,AP5CG6320
plate_000476.jpg,AP31TV6847
plate_000477.jpg,AP31BG7827
plate_000478.jpg,AP318L4935
plate_000479.jpg,AP31BL2833
plate_000480.jpg,AP31CS2511
plate_000481.jpg,AP39TP0211
plate_000482.jpg,AP31TV7236
plate_000483.jpg,AP31BL8656
plate_000484.jpg,AP16DP7065
plate_000485.jpg,AR048395
plate_000486.jpg,AR152019
plate_000487.jpg,AR01J0123
plate_000488.jpg,AR118724
plate_000489.jpg,AR200692
plate_000490.jpg,AR01F2523
plate_000491.jpg,AR169723
plate_000492.jpg,AR01C5723
plate_000493.jpg,AR168272
plate_000494.jpg,AR02A7116
plate_000495.jpg,AR08983
plate_000496.jpg,AR01E1034
plate_000497.jpg,AS23H2866
plate_000498.jpg,AS01DG6002
plate_000499.jpg,AS01DS7523
plate_000500.jpg,AS25S6858
plate_000501.jpg,AS018P2415
plate_000502.jpg,AS01BF9673
plate_000503.jpg,AS01AL3746
plate_000504.jpg,AS01AR1986
plate_000505.jpg,AS04P4549
plate_000506.jpg,AS06U1295
plate_000507.jpg,AS07AC6653
plate_000508.jpg,AS01AT8119
plate_000509.jpg,AS23X5585
plate_000510.jpg,AS01AN8668
plate_000511.jpg,AS19D9919
plate_000512.jpg,AS23G2612
plate_000513.jpg,AS01BS4362
plate_000514.jpg,AS06Z0841
plate_000515.jpg,AS23E0596
plate_000516.jpg,AS23H0770
plate_000517.jpg,AS12S6951
plate_000518.jpg,AS06Q4437
plate_000519.jpg,AS01AM1419
plate_000520.jpg,AS04X2780
plate_000521.jpg,BR32PA6558
plate_000522.jpg,BR02AF7424
plate_000523.jpg,BR03PA3803
plate_000524.jpg,BR01PL7594
plate_000525.jpg,BR01BL6628
plate_000526.jpg,BR01BR5435
plate_000527.jpg,BR33M0001
plate_000528.jpg,BF06P00006
plate_000529.jpg,BR01BD5042
plate_000530.jpg,BR01AZ6290
plate_000531.jpg,BR06U2470
plate_000532.jpg,BR01BE0777
plate_000533.jpg,BR7P3952
plate_000534.jpg,BR44E1206
plate_000535.jpg,BR01DG6692
plate_000536.jpg,BR01AW1250
plate_000537.jpg,CG04HD6930
plate_000538.jpg,CG22H7740
plate_000539.jpg,CG04HA4553
plate_000540.jpg,CG12AG1130
plate_000541.jpg,CG16B1802
plate_000542.jpg,CG07BR3255
plate_000543.jpg,CG07R2684
plate_000544.jpg,CG07MA2529
plate_000545.jpg,CG07CA7784
plate_000546.jpg,CG07MA7848
plate_000547.jpg,CG251612
plate_000548.jpg,CG04FJ5834
plate_000549.jpg,CG13AE4060
plate_000550.jpg,CG04HV7009
plate_000551.jpg,CG22AB1111
plate_000552.jpg,CG08K2057
plate_000553.jpg,CG04H5060
plate_000554.jpg,CG04HC4887
plate_000555.jpg,CH01BQ5604
plate_000556.jpg,CH01AB4559
plate_000557.jpg,CH01BL3528
plate_000558.jpg,CH03K7672
plate_000559.jpg,CH01AX9090
plate_000560.jpg,CH01AP4538
plate_000561.jpg,CH01AZ2642
plate_000562.jpg,CH01AL4920
plate_000563.jpg,CH01A09331
plate_000564.jpg,CH01AF1382
plate_000565.jpg,DL6CJ8404
plate_000566.jpg,DL9CAE1359
plate_000567.jpg,DL9CAP8884
plate_000568.jpg,DL5CH7599
plate_000569.jpg,DL12CJ9823
plate_000570.jpg,DL9CAU4743
plate_000571.jpg,DL8CZ7230
plate_000572.jpg,DL9CAV1739
plate_000573.jpg,DL1CS8739
plate_000574.jpg,DL1CT2782
plate_000575.jpg,DL6CR7002
plate_000576.jpg,DL12CL2555
plate_000577.jpg,DL12CS7886
plate_000578.jpg,DL6CL0457
plate_000579.jpg,DL2CAX2886
plate_000580.jpg,DL3CCK8019
plate_000581.jpg,DL9C0S1537
plate_000582.jpg,DL11CA4900
plate_000583.jpg,DL10CA0986
plate_000584.jpg,DL40NA7238
plate_000585.jpg,DL8CAL4134
plate_000586.jpg,DL8CAU6883
plate_000587.jpg,DL10C05520
plate_000588.jpg,DL8CNA1596
plate_000589.jpg,DL2CAR0108
plate_000590.jpg,DL4CNA7231
plate_000591.jpg,DL8CNA5085
plate_000592.jpg,DL3CBS5881
plate_000593.jpg,DL4CAQ3231
plate_000594.jpg,DL9CAU5573
plate_000595.jpg,DL12CN8660
plate_000596.jpg,DL4CAM9066
plate_000597.jpg,DL12CK8643
plate_000598.jpg,DL10CH1252
plate_000599.jpg,DL2CH8634
plate_000600.jpg,DN09H2191
plate_000601.jpg,DN09H0968
plate_000602.jpg,DN09J0032
plate_000603.jpg,DN09D2724
plate_000604.jpg,DN0901438
plate_000605.jpg,DN0909704
plate_000606.jpg,DN09C0868
plate_000607.jpg,GA03R9230
plate_000608.jpg,GA01R6315
plate_000609.jpg,GA03P2839
plate_000610.jpg,GA03Y9512
plate_000611.jpg,GA07K6090
plate_000612.jpg,GA08M0184
plate_000613.jpg,GA01S5594
plate_000614.jpg,GA01C2098
plate_000615.jpg,GA01E5947
plate_000616.jpg,GA02J2129
plate_000617.jpg,GA07K7150
plate_000618.jpg,GA05B5077
plate_000619.jpg,GA06E3855
plate_000620.jpg,GJ7AG4373
plate_000621.jpg,GJ01RA8370
plate_000622.jpg,GJ06HS1855
plate_000623.jpg,GJ06PA0097
plate_000624.jpg,GJ06KP8508
plate_000625.jpg,GJ06DG9355
plate_000626.jpg,GJ01HS1902
plate_000627.jpg,GJ01KC9959
plate_000628.jpg,GJ06DQ3712
plate_000629.jpg,GJ01RN4259
plate_000630.jpg,GJ15CB3980
plate_000631.jpg,GJ01RK2430
plate_000632.jpg,GJ12CG2526
plate_000633.jpg,GJ18BD5216
plate_000634.jpg,GJ01RS0198
plate_000635.jpg,GJ23CC8798
plate_000636.jpg,GJ01HM5887
plate_000637.jpg,GJ09AG8384
plate_000638.jpg,GJ18BK6705
plate_000639.jpg,GJ05JB6589
plate_000640.jpg,GJ01RM3413
plate_000641.jpg,GJ06JE4788
plate_000642.jpg,GJ1SCG7928
plate_000643.jpg,GJ06FK2977
plate_000644.jpg,GJ34B9811
plate_000645.jpg,GJ16CH9827
plate_000646.jpg,GJ05RE8119
plate_000647.jpg,HP12H1324
plate_000648.jpg,HP52B5958
plate_000649.jpg,HP12H7917
plate_000650.jpg,HP36E3330
plate_000651.jpg,HP34C8986
plate_000652.jpg,HP3SG1539
plate_000653.jpg,HP22E8000
plate_000654.jpg,HP302165
plate_000655.jpg,HP20E3953
plate_000656.jpg,HP24C8D32
plate_000657.jpg,HP54C6564
plate_000658.jpg,HP16A2014
plate_000659.jpg,HP40B8992
plate_000660.jpg,HP64B3380
plate_000661.jpg,HP666807
plate_000662.jpg,HP48B2252
plate_000663.jpg,HP01N0304
plate_000664.jpg,HP01A7630
plate_000665.jpg,HP12C3766
plate_000666.jpg,HP719898
plate_000667.jpg,HP23A6365
plate_000668.jpg,HR26BQ8176
plate_000669.jpg,HR26BY4812
plate_000670.jpg,HR01H4731
plate_000671.jpg,HR29R9466
plate_000672.jpg,HR51AQ0911
plate_000673.jpg,HR51BU8218
plate_000674.jpg,HR29K7840
plate_000675.jpg,HR56B2626
plate_000676.jpg,HR26BK8597
plate_000677.jpg,HR26DM2296
plate_000678.jpg,HR29AQ4939
plate_000679.jpg,HR71F9259
plate_000680.jpg,HR26EJ7668
plate_000681.jpg,HR4281329
plate_000682.jpg,HR09G8378
plate_000683.jpg,HR29W8286
plate_000684.jpg,HR10AE9885
plate_000685.jpg,HR26CC7676
plate_000686.jpg,HR26DJ8832
plate_000687.jpg,HR01W0080
plate_000688.jpg,HR20X8432
plate_000689.jpg,HR29AS0015
plate_000690.jpg,JH01Z3792
plate_000691.jpg,JH02AD2533
plate_000692.jpg,JH01BC5210
plate_000693.jpg,JH01AX5392
plate_000694.jpg,JH01AM2354
plate_000695.jpg,JH10BV1496
plate_000696.jpg,JH08C0625
plate_000697.jpg,JH10S5378
plate_000698.jpg,JH01AR2011
plate_000699.jpg,JH05S3291
plate_000700.jpg,JH05Y9636
plate_000701.jpg,JH01AM0100
plate_000702.jpg,JH01DB1881
plate_000703.jpg,JH09AA2570
plate_000704.jpg,JH02AH0750
plate_000705.jpg,JH01BX0013
plate_000706.jpg,JH04C7104
plate_000707.jpg,JH01BU9956
plate_000708.jpg,JK02BF5058
plate_000709.jpg,JK02AK8967
plate_000710.jpg,JK03D7750
plate_000711.jpg,JK01AD3147
plate_000712.jpg,JK01AF7715
plate_000713.jpg,JK11D8143
plate_000714.jpg,JK02AJ1525
plate_000715.jpg,JK09B7745
plate_000716.jpg,JK02AS3888
plate_000717.jpg,JK1182360
plate_000718.jpg,JK127959
plate_000719.jpg,JK02BJ7997
plate_000720.jpg,JK02BJ4045
plate_000721.jpg,JK01AL4613
plate_000722.jpg,JK02CC0447
plate_000723.jpg,JK02BN3088
plate_000724.jpg,JK02AG2454
plate_000725.jpg,JK01D8354
plate_000726.jpg,JK10A5217
plate_000727.jpg,JK01AF0310
plate_000728.jpg,JK02BL1212
plate_000729.jpg,JK02ACB876
plate_000730.jpg,JK03A8042
plate_000731.jpg,JK13C4452
plate_000732.jpg,JK10B2313
plate_000733.jpg,JK10A4638
plate_000734.jpg,JK072483
plate_000735.jpg,JK01M4723
plate_000736.jpg,JK05H3594
plate_000737.jpg,JK01R8021
plate_000738.jpg,JK11B4928
plate_000739.jpg,JK02W2657
plate_000740.jpg,JK02CD0461
plate_000741.jpg,KA03MQ6984
plate_000742.jpg,KA04MG7528
plate_000743.jpg,KA04MK0368
plate_000744.jpg,KA02MF3336
plate_000745.jpg,KA03NC7167
plate_000746.jpg,KA01MG1660
plate_000747.jpg,KA04MK312
plate_000748.jpg,KA03MQ6984
plate_000749.jpg,KA05MF1762
plate_000750.jpg,KA19MF1763
plate_000751.jpg,KA28M3589
plate_000752.jpg,KA51ML4025
plate_000753.jpg,KA25P5080
plate_000754.jpg,KA38M8037
plate_000755.jpg,KA06C9590
plate_000756.jpg,KA38M8037
plate_000757.jpg,KA53P7604
plate_000758.jpg,KA51D9662
plate_000759.jpg,KA01MB9714
plate_000760.jpg,KL45C4411
plate_000761.jpg,KL0BBJ5001
plate_000762.jpg,KL03S6394
plate_000763.jpg,KL43G6619
plate_000764.jpg,KL43D4444
plate_000765.jpg,KL43D4389
plate_000766.jpg,KL02AF6723
plate_000767.jpg,KL27D9809
plate_000768.jpg,KL34A7564
plate_000769.jpg,KL46R3613
plate_000770.jpg,KL41M93
plate_000771.jpg,KL07BU7707
plate_000772.jpg,KL16U8863
plate_000773.jpg,LA020749
plate_000774.jpg,MH06AB8620
plate_000775.jpg,MH11CQ8516
plate_000776.jpg,MH36H5700
plate_000777.jpg,MH12NJ5838
plate_000778.jpg,MH05BS3471
plate_000779.jpg,MH43X8997
plate_000780.jpg,MH05EQ4066
plate_000781.jpg,MH12GR862
plate_000782.jpg,MH01BT7906
plate_000783.jpg,MH12HN4507
plate_000784.jpg,MH12KN8366
plate_000785.jpg,MH48AK2798
plate_000786.jpg,MH12KJ7659
plate_000787.jpg,MH04DR8508
